provider_code	provider_name	dataset_code	dataset_name	nb_series
NBS	National Bureau of Statistics of China	M_A01020H	Urban Household Consumer Price Indices by Category _(The same period last year=100)(2021-2025)	9
NBS	National Bureau of Statistics of China	M_A01020I	Rural Household Consumer Price Indices by Category _(The same period last year=100)(2021-2025)	9
NBS	National Bureau of Statistics of China	M_A01020J	Consumer Price Indices by Category(The same period _last year=100)(2026-)	13
NBS	National Bureau of Statistics of China	M_A01020K	Urban Household Consumer Price Indices by Category _(The same period last year=100)(2026-)	9
NBS	National Bureau of Statistics of China	M_A01020L	Rural Household Consumer Price Indices by Category _(The same period last year=100)(2026-)	9
NBS	National Bureau of Statistics of China	M_A010301	Consumer Price Indices by Category (preceding _month=100)(2016-2020)	9
NBS	National Bureau of Statistics of China	M_A010302	Consumer Price Indices by Category (preceding _month=100)(-2015)	9
NBS	National Bureau of Statistics of China	M_A010303	Consumer Price Indices (preceding month=100), Food	15
NBS	National Bureau of Statistics of China	M_A010304	Urban Household Consumer Price Indices by Category _(preceding month=100)(2016-2020)	9
NBS	National Bureau of Statistics of China	M_A010305	Urban Household Consumer Price Indices by Category _(preceding month=100)(-2015)	9
NBS	National Bureau of Statistics of China	M_A010306	Urban Household Consumer Price Index (preceding _month=100), Food	8
NBS	National Bureau of Statistics of China	M_A010307	Rural Household Consumer Price Indices by Category _(preceding month=100)(2016-2020)	9
NBS	National Bureau of Statistics of China	M_A010308	Rural Household Consumer Price Indices (preceding _month=100)(-2015)	9
NBS	National Bureau of Statistics of China	M_A010309	Rural Household Consumer Price Index (preceding _month=100), Food	8
NBS	National Bureau of Statistics of China	M_A01030A	Consumer Price Indices (preceding month=100), Clothing	2
NBS	National Bureau of Statistics of China	M_A01030B	Consumer Price Indices (preceding month=100), Residence	2
NBS	National Bureau of Statistics of China	M_A01030C	Consumer Price Indices (preceding month=100), Articles for Daily Use and Services	2
NBS	National Bureau of Statistics of China	M_A01030D	Consumer Price Indices (preceding month=100), Transport and Communications	6
NBS	National Bureau of Statistics of China	M_A01030E	Consumer Price Indices (preceding month=100), Education, Culture and Recreation	2
NBS	National Bureau of Statistics of China	M_A01030F	Consumer Price Indices (preceding month=100), Health Care	3
NBS	National Bureau of Statistics of China	M_A01030G	Consumer Price Indices by Category (preceding _month=100)(2021-2025)	13
NBS	National Bureau of Statistics of China	M_A01030H	Urban Household Consumer Price Indices by Category _(preceding month=100)(2021-2025)	9
NBS	National Bureau of Statistics of China	M_A01030I	Rural Household Consumer Price Indices by Category _(preceding month=100)(2021-2025)	9
NBS	National Bureau of Statistics of China	M_A01030J	Consumer Price Indices by Category (preceding _month=100)(2026-)	13
NBS	National Bureau of Statistics of China	M_A01030K	Urban Household Consumer Price Indices by Category _(preceding month=100)(2026-)	9
NBS	National Bureau of Statistics of China	M_A01030L	Rural Household Consumer Price Indices by Category _(preceding month=100)(2026-)	9
NBS	National Bureau of Statistics of China	M_A010401	Retail Price Index (The same month last year=100)	17
NBS	National Bureau of Statistics of China	M_A010402	Urban Retail Price Indices (The same month last _year=100)	17
NBS	National Bureau of Statistics of China	M_A010403	Rural Retail Price Indices (The same month last _year=100)	17
NBS	National Bureau of Statistics of China	M_A010501	Retail Price Index (The same period last year=100)	17
NBS	National Bureau of Statistics of China	M_A010502	Urban Retail Price Indices (The same period last _year=100)	17
NBS	National Bureau of Statistics of China	M_A010503	Rural Retail Price Indices (The same period last _year=100)	17
NBS	National Bureau of Statistics of China	M_A010601	Retail Price Index (preceding month=100)	17
NBS	National Bureau of Statistics of China	M_A010602	Urban Retail Price Indices (preceding month=100)	17
NBS	National Bureau of Statistics of China	M_A010603	Rural Retail Price Indices (preceding month=100)	17
NBS	National Bureau of Statistics of China	M_A010701	Purchasing Price Index for Industrial Producers (The _same month last year=100)	10
NBS	National Bureau of Statistics of China	M_A010702	Purchasing Price Index for Industrial Producers (The _same period last year=100)	10
NBS	National Bureau of Statistics of China	M_A010703	Purchasing Price Index for Industrial Producers _(preceding month=100)	10
NBS	National Bureau of Statistics of China	M_A010801	Producer Price Index for Industrial Products (The same _month last year=100)	3
NBS	National Bureau of Statistics of China	M_A010802	Producer Price Indices for Industrial Products (The _same month last year=100), Means of Production	4
NBS	National Bureau of Statistics of China	M_A010803	Producer Price Indices for Industrial Products (The _same month last year=100), Consumer Goods	5
NBS	National Bureau of Statistics of China	M_A010804	Producer Price Index for Industrial Products (The same _period last year=100)	3
NBS	National Bureau of Statistics of China	M_A010805	Producer Price Indices for Industrial Products (The _same period last year=100), Means of Production	4
NBS	National Bureau of Statistics of China	M_A010806	Producer Price Indices for Industrial Products (The _same period last year=100), Consumer Goods	5
NBS	National Bureau of Statistics of China	M_A010807	Producer Price Index for Industrial Products _(preceding month=100)	3
NBS	National Bureau of Statistics of China	M_A010808	Producer Price Indices for Industrial Products _(preceding month=100), Means of Production	4
NBS	National Bureau of Statistics of China	M_A010809	Producer Price Indices for Industrial Products _(preceding month=100), Consumer Goods	5
NBS	National Bureau of Statistics of China	M_A01080A	Ex-factory Price Index of Industrial Products by _Branch (The same month last year=100)	15
NBS	National Bureau of Statistics of China	M_A0109	Producer Price Indices for Manufactured Goods by _Sector (The same month last year=100)(2007-2013)	40
NBS	National Bureau of Statistics of China	M_A010A	Producer Price Indices for Manufactured Goods by _Sector (The same month last year=100) (2014-2017)	42
NBS	National Bureau of Statistics of China	M_A010B	Producer Price Indices for Manufactured Goods by _Sector (The same month last year=100) (2018-2025)	42
NBS	National Bureau of Statistics of China	M_A010C01	Producer Price Index for Industrial Products (The _same month last year=100), Mining and Washing of _Coal	3
NBS	National Bureau of Statistics of China	M_A010C02	Producer Price Index for Industrial Products (The _same month last year=100), Extraction of Petroleum _and Natural Gas	2
NBS	National Bureau of Statistics of China	M_A010C03	Producer Price Index for Industrial Products (The _same month last year=100), Mining and Processing _of Ferrous Metal Ores	3
NBS	National Bureau of Statistics of China	M_A010C04	Producer Price Index for Industrial Products (The _same month last year=100), Mining and Processing _of Non-Ferrous Metal Ores	3
NBS	National Bureau of Statistics of China	M_A010C05	Producer Price Index for Industrial Products (The _same month last year=100), Mining and Processing _of Non-metal Ores	4
NBS	National Bureau of Statistics of China	M_A010C06	Producer Price Index for Industrial Products (The _same month last year=100), Support Activities for _Mining	3
NBS	National Bureau of Statistics of China	M_A010C07	Producer Price Index for Industrial Products (The _same month last year=100), Processing of Food from _Agricultural Products	8
NBS	National Bureau of Statistics of China	M_A010C08	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of Foods	7
NBS	National Bureau of Statistics of China	M_A010C09	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of Liquor, _Beverages and Refined Tea	3
NBS	National Bureau of Statistics of China	M_A010C0A	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of Tobacco	3
NBS	National Bureau of Statistics of China	M_A010C0B	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of Textile	8
NBS	National Bureau of Statistics of China	M_A010C0C	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of Textile, _Wearing Apparel and Accessories	3
NBS	National Bureau of Statistics of China	M_A010C0D	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of Leather, _Fur, Feather and Related Products and Footwear	5
NBS	National Bureau of Statistics of China	M_A010C0E	Producer Price Index for Industrial Products (The _same month last year=100), Processing of Timber, _Manufacture of Wood, Bamboo, Rattan, Palm and Straw _Products	4
NBS	National Bureau of Statistics of China	M_A010C0F	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of _Furniture	5
NBS	National Bureau of Statistics of China	M_A010C0G	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of Paper _and Paper Products	3
NBS	National Bureau of Statistics of China	M_A010C0H	Producer Price Index for Industrial Products (The _same month last year=100), Printing and Reproduction _of Recording Media	3
NBS	National Bureau of Statistics of China	M_A010C0I	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of Articles _for Culture, Education, Arts and Crafts, Sport and _Entertainment Activities	6
NBS	National Bureau of Statistics of China	M_A010C0J	Producer Price Index for Industrial Products (The _same month last year=100), Processing of Petroleum, _Coking and Processing of Nuclear Fuel	2
NBS	National Bureau of Statistics of China	M_A010C0K	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of Raw _Chemical Materials and Chemical Products	8
NBS	National Bureau of Statistics of China	M_A010C0L	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of _Medicines	7
NBS	National Bureau of Statistics of China	M_A010C0M	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of Chemical _Fibres	2
NBS	National Bureau of Statistics of China	M_A010C0N	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of Rubber _and Plastics Products	2
NBS	National Bureau of Statistics of China	M_A010C0O	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of Non-metallic _Mineral Products	9
NBS	National Bureau of Statistics of China	M_A010C0P	Producer Price Index for Industrial Products (The _same month last year=100), Smelting and Pressing _of Ferrous Metals	5
NBS	National Bureau of Statistics of China	M_A010C0Q	Producer Price Index for Industrial Products (The _same month last year=100), Smelting and Pressing _of Non-ferrous Metals	6
NBS	National Bureau of Statistics of China	M_A010C0R	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of Metal _Products	9
NBS	National Bureau of Statistics of China	M_A010C0S	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of General _Purpose Machinery	9
NBS	National Bureau of Statistics of China	M_A010C0T	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of Special _Purpose Machinery	9
NBS	National Bureau of Statistics of China	M_A010C0U	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of _Automobiles	6
NBS	National Bureau of Statistics of China	M_A010C0V	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of Railway, _Ship, Aerospace and Other Transport Equipments	8
NBS	National Bureau of Statistics of China	M_A010C0W	Producer Price Index for Industrial Products (The _same month last year=100), Manufacture of Electrical _Machinery and Apparatus	8
